Permit Number,Permit Series,Permit Type,Permit Status,Issue Date,Valid To,House Number,On Street,From Street,To Street,Permittee Name,Permit Purpose,Location (WKT)
X162016044A06,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER,ACTIVE,02/13/2016,02/17/2016,3120,COMMONWEALTH AVENUE,GLEASON AVENUE,WESTCHESTER AVENUE,LEGACY CARTING CORP., ,"LINESTRING (1020845.6671999991 241582.26839999855, 1020737.4423999935 242191.73899999261)"
X162016044A05,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER,ACTIVE,02/13/2016,02/17/2016,1128,ST LAWRENCE AVENUE,GLEASON AVENUE,WATSON AVENUE,LEGACY CARTING CORP., ,"LINESTRING (1021238.8519999981 240851.36779999733, 1021101.1423999965 241627.78020000458)"
X162016044A04,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER,ACTIVE,02/13/2016,02/18/2016,542,EAST  191 STREET,BATHGATE AVENUE,HOFFMAN STREET,"JOHN DANNA & SONS, INC.", ,"LINESTRING (1015581.8392000049 252661.21899999678, 1015738.5810000002 252553.19439999759, 1015953.6855999976 252405.20579999685)"
X162016044A03,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER,ACTIVE,02/13/2016,02/19/2016,542,TIEBOUT AVENUE,EAST  188 STREET,EAST FORDHAM ROAD,"ROYAL WASTE SERVICES, INC.", ,"LINESTRING (1013190.2398000062 252887.16339999437, 1013342.2111999989 253368.62240000069)"
X162016044A02,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER,ACTIVE,02/13/2016,02/18/2016,1038,ANDERSON AVENUE,WEST  164 STREET,WEST  165 STREET,"AFFORDABLE ENTERPRISES OF WESTCHESTER, INC.", ,"LINESTRING (1004687.5067999959 242999.42080000043, 1004564.0137999952 242787.33939999342, 1004372.5279999971 242458.45759999752)"
X162016044A01,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER,ACTIVE,02/13/2016,02/20/2016,3312,POLO PLACE,CAMPBELL DRIVE,STADIUM AVENUE,SANITATION SALVAGE CORP., ,"LINESTRING (1034111.1488000005 245341.23399999738, 1034699.1527999938 245441.69959999621)"
X162016044A00,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER,ACTIVE,02/13/2016,02/17/2016,2724,PAULDING AVENUE,ALLERTON AVENUE,ARNOW AVENUE,SANITATION SALVAGE CORP., ,"LINESTRING (1023339.9764000028 254632.33059999347, 1023358.4114000052 255447.93260000646)"
X162016043A22,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER,ACTIVE,02/12/2016,02/17/2016,4066,LOWERRE PLACE,EAST  228 STREET,EAST  229 STREET,"WP BLUESTONE, INC.", ,"LINESTRING (1022876.1353999972 263648.49339999259, 1022983.1268000007 263905.2743999958)"
X162016043A21,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER,ACTIVE,02/12/2016,02/20/2016,1272,FTELEY AVENUE,EAST  172 STREET,WESTCHESTER AVENUE,"CENTURY WASTE SERVICES, L.L.C. ", ,"LINESTRING (1019729.5080000013 241805.88680000603, 1019608.501000002 242482.39779999852)"
X162016043A20,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER,ACTIVE,02/12/2016,02/18/2016,1272,TIEBOUT AVENUE,BEND,EAST  180 STREET,HERMES WASTE SERVICES CORP., ,"LINESTRING (1012291.5571999997 250395.0719999969, 1012340.7370000035 250251.44040000439, 1012116.2360000014 249790.9361999929)"
X162016043A19,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER CRITICAL STS,ACTIVE,02/12/2016,02/17/2016,4563,WHITE PLAINS ROAD,EAST  239 STREET,EAST  240 STREET,"JOHN DANNA & SONS, INC.", ,"LINESTRING (1025287.3773999959 267952.01479999721, 1024922.7093999982 267270.22159999609, 1024886.9746000022 267203.41400000453)"
X162016043A18,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER,ACTIVE,02/12/2016,02/18/2016,232,EAST  201 STREET,GRAND CONCOURSE,VALENTINE AVENUE,MID-BRONX HAULAGE CORP., ,"LINESTRING (1015395.0121999979 257250.27140000463, 1015445.136800006 257233.84420000017, 1015885.1423999965 257089.64180000126)"
X162016043A17,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER,ACTIVE,02/12/2016,02/17/2016,232,EAST  140 STREET,ALEXANDER AVENUE,   3 AVENUE,"AVID WASTE SYSTEMS, INC.", ,"LINESTRING (1004858.1405999959 235097.73759999871, 1005235.4332000017 234882.74799999595)"
X162016043A16,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER,ACTIVE,02/12/2016,02/19/2016,232,PROSPECT PLACE,ANTHONY AVENUE,CLAY AVENUE,"ACTION CARTING ENVIRONMENTAL SERVICES, INC.", ,"LINESTRING (1010602.5548000038 247468.831400007, 1010845.9565999955 247452.07940000296)"
X162016043A15,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER,ACTIVE,02/12/2016,02/18/2016,232,CRESTON AVENUE,EAST  181 STREET,EAST  182 STREET,"ACTION CARTING ENVIRONMENTAL SERVICES, INC.", ,"LINESTRING (1011086.933799997 250709.27420000732, 1011425.4862000048 251297.83920000494)"
X162016043A14,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER,ACTIVE,02/12/2016,02/17/2016,3425,GATES PLACE,WEST GUN HILL ROAD,WEST MOSHOLU PARKWAY NORTH,"AFFORDABLE ENTERPRISES OF WESTCHESTER, INC.", ,"LINESTRING (1016135.5191999972 260623.4863999933, 1016549.8719999939 261103.88899999857)"
X162016043A13,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER CRITICAL STS,ACTIVE,02/12/2016,02/19/2016,825,GARRISON AVENUE,BURNETT PLACE,LAFAYETTE AVENUE,GUMA CONSTRUCTION CORP., ,"LINESTRING (1013713.9459999949 236408.31239999831, 1013906.1175999939 236685.98899999261)"
X162016043A12,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER,ACTIVE,02/12/2016,02/17/2016,1976,CEDAR AVENUE,MDE NB EXIT    8,BEND,"P.C.I. CONTRACTING, INC.", ,"LINESTRING (1007158.4148000032 251122.66899999976, 1007152.6208000034 251457.66500000656)"
X162016043A11,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER,ACTIVE,02/12/2016,02/17/2016,1976,EAST  194 STREET,BAINBRIDGE AVENUE,MARION AVENUE,"METROPOLITAN PAPER RECYCLING, INC.", ,"LINESTRING (1014086.0647999942 254305.34960000217, 1014312.8227999955 254122.95499999821)"
X162016043A10,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER CRITICAL STS,ACTIVE,02/12/2016,02/17/2016,1466,GRAND CONCOURSE,EAST  171 STREET,EAST  172 STREET,GUMA CONSTRUCTION CORP., ,"LINESTRING (1008406.0796000063 245662.929399997, 1008383.881400004 245575.8069999963, 1008333.7634000033 245395.46940000355, 1008286.4342000037 245254.90199999511)"
X162016043A09,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER,ACTIVE,02/12/2016,02/17/2016,1794,EAST  172 STREET,BEACH AVENUE,ST LAWRENCE AVENUE,"ASBESTOS TRANSPORTATION COMPANY, INC.", ,"LINESTRING (1020905.8113999963 242722.61720000207, 1021180.2137999982 242771.67219999433)"
X162016043A08,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER,ACTIVE,02/12/2016,02/19/2016,1794,EAST  140 STREET,BROOK AVENUE,WILLIS AVENUE,XOLLE LLC, ,"LINESTRING (1005856.0028000027 234539.31700000167, 1006830.3840000033 234000.2826000005)"
X162016043A05,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER CRITICAL STS,ACTIVE,02/12/2016,02/18/2016,2541,BOSTON ROAD,BARNES AVENUE,WALLACE AVENUE,"JOHN DANNA & SONS, INC.", ,"LINESTRING (1021726.8235999942 254065.74699999392, 1021991.6785999984 254324.28319999576)"
X162016043A00,COMMERICAL REFUSE CONTAINER PERMIT,COMMERCIAL REFUSE CONTAINER CRITICAL STS,ACTIVE,02/12/2016,02/19/2016,2437,JEROME AVENUE,EAST  184 STREET,EAST FORDHAM ROAD,"JOHN DANNA & SONS, INC.", ,"LINESTRING (1011207.3666000068 252824.4469999969, 1011264.1741999984 252961.76299999654, 1011325.3387999982 253097.35660000145, 1011390.7815999985 253231.0243999958, 1011460.4008000046 253362.55959999561, 1011534.0947999954 253491.77519999444, 1011611.7424000055 253618.47759999335)"
X152016047A01,DOT IN-HOUSE PAVING AND MILLING,SIM/CWC-ROADWAY RESTORATION,ACTIVE,02/16/2016,02/20/2016,2437,EAST  158 STREET,SHERIDAN AVENUE,,NYC DEPT OF TRANSPORTATION, Ramp Up Grade,POINT (1005761.439199999 239845.79230000079)
X152016047A00,DOT IN-HOUSE PAVING AND MILLING,SIM/CWC-PED RAMP INSTALLATION & REPAIR,ACTIVE,02/16/2016,02/20/2016,2437,EAST  158 STREET,SHERIDAN AVENUE,,NYC DEPT OF TRANSPORTATION, Ramp Up Grade,POINT (1005761.439199999 239845.79230000079)
X152016034A03,DOT IN-HOUSE PAVING AND MILLING,SIM/CWC-ROADWAY RESTORATION,ACTIVE,02/03/2016,02/20/2016,2437,BARRETTO STREET,BRUCKNER BOULEVARD,,NYC DEPT OF TRANSPORTATION, Ramp Up Grade,"MULTIPOINT ((1014066.1926999986 237640.5638000071), (1014096.2520000041 237616.75480000675), (1014109.5094999969 237605.81649999321), (1014162.0488000065 237564.71420000494), (1014186.7469000071 237545.32119999826))"
X152016034A02,DOT IN-HOUSE PAVING AND MILLING,SIM/CWC-PED RAMP INSTALLATION & REPAIR,ACTIVE,02/03/2016,02/20/2016,2437,BARRETTO STREET,BRUCKNER BOULEVARD,,NYC DEPT OF TRANSPORTATION, Ramp Up Grade,"MULTIPOINT ((1014066.1926999986 237640.5638000071), (1014096.2520000041 237616.75480000675), (1014109.5094999969 237605.81649999321), (1014162.0488000065 237564.71420000494), (1014186.7469000071 237545.32119999826))"
X152016034A01,DOT IN-HOUSE PAVING AND MILLING,SIM/CWC-ROADWAY RESTORATION,ACTIVE,02/03/2016,02/20/2016,2437,BRUCKNER BOULEVARD,TIFFANY STREET,,NYC DEPT OF TRANSPORTATION, Ramp Up Grade,"MULTIPOINT ((1013777.2431000024 237270.08879999816), (1013793.8900000006 237256.76860000193), (1013815.7863000035 237240.17419999838), (1013847.8807999939 237214.877700001), (1013886.8593000025 237183.87839999795))"
X152016034A00,DOT IN-HOUSE PAVING AND MILLING,SIM/CWC-PED RAMP INSTALLATION & REPAIR,ACTIVE,02/03/2016,02/20/2016,2437,BRUCKNER BOULEVARD,TIFFANY STREET,,NYC DEPT OF TRANSPORTATION, Ramp Up Grade,"MULTIPOINT ((1013777.2431000024 237270.08879999816), (1013793.8900000006 237256.76860000193), (1013815.7863000035 237240.17419999838), (1013847.8807999939 237214.877700001), (1013886.8593000025 237183.87839999795))"
X152016032A03,DOT IN-HOUSE PAVING AND MILLING,SIM/CWC-ROADWAY RESTORATION,ACTIVE,02/01/2016,02/20/2016,2437,BRUCKNER BOULEVARD,TIFFANY STREET,,NYC DEPT OF TRANSPORTATION, UP GRADE,"MULTIPOINT ((1013777.2431000024 237270.08879999816), (1013793.8900000006 237256.76860000193), (1013815.7863000035 237240.17419999838), (1013847.8807999939 237214.877700001), (1013886.8593000025 237183.87839999795))"
X152016032A02,DOT IN-HOUSE PAVING AND MILLING,SIM/CWC-PED RAMP INSTALLATION & REPAIR,ACTIVE,02/01/2016,02/20/2016,2437,BRUCKNER BOULEVARD,TIFFANY STREET,,NYC DEPT OF TRANSPORTATION, UP GRADE,"MULTIPOINT ((1013777.2431000024 237270.08879999816), (1013793.8900000006 237256.76860000193), (1013815.7863000035 237240.17419999838), (1013847.8807999939 237214.877700001), (1013886.8593000025 237183.87839999795))"
X152016032A01,DOT IN-HOUSE PAVING AND MILLING,SIM/CWC-ROADWAY RESTORATION,ACTIVE,02/01/2016,02/20/2016,2437,BARRETTO STREET,BRUCKNER BOULEVARD,,NYC DEPT OF TRANSPORTATION, UP GRADE,"MULTIPOINT ((1014066.1926999986 237640.5638000071), (1014096.2520000041 237616.75480000675), (1014109.5094999969 237605.81649999321), (1014162.0488000065 237564.71420000494), (1014186.7469000071 237545.32119999826))"
X152016032A00,DOT IN-HOUSE PAVING AND MILLING,SIM/CWC-PED RAMP INSTALLATION & REPAIR,ACTIVE,02/01/2016,02/20/2016,2437,BARRETTO STREET,BRUCKNER BOULEVARD,,NYC DEPT OF TRANSPORTATION, UP GRADE,"MULTIPOINT ((1014066.1926999986 237640.5638000071), (1014096.2520000041 237616.75480000675), (1014109.5094999969 237605.81649999321), (1014162.0488000065 237564.71420000494), (1014186.7469000071 237545.32119999826))"
X042016048A02,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,02/17/2016,03/16/2016,3488,WEBSTER AVENUE,EAST GUN HILL ROAD,PARKSIDE PLACE,MANU A CONSRTUCTION INC., ,"LINESTRING (1019758.3860000074 259418.31499999762, 1019706.0007999986 259126.36660000682, 1019661.6899999976 258827.65659999847, 1018887.3411999941 257419.46719999611)"
X042016048A01,SIDEWALK CONSTRUCTION PERMIT,CONSTRUCT NEW SIDEWALK BLG. PAVEMENT,ACTIVE,02/17/2016,03/09/2016,3488,EAST  134 STREET,ALEXANDER AVENUE,MDE SOUTHBOUND EXIT    2,SINGLA CONCEPTS INC., ,"LINESTRING (1004457.6853999943 233482.39640000463, 1004862.7631999999 233266.16339999437)"
X042016048A00,SIDEWALK CONSTRUCTION PERMIT,CONSTRUCT NEW SIDEWALK BLG. PAVEMENT,ACTIVE,02/17/2016,03/09/2016,136,ALEXANDER AVENUE,BRUCKNER BOULEVARD,EAST  134 STREET,SINGLA CONCEPTS INC., ,"LINESTRING (1004323.0072000027 233238.69939999282, 1004457.6853999943 233482.39640000463)"
X042016047A06,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,02/16/2016,03/11/2016,136,POST ROAD,WEST  255 STREET,WEST  256 STREET,EXALDO TOPACIO DBA TOPAZ REMOD, SIDEWALK REPAIR,"LINESTRING (1012568.8434000015 268104.39959999919, 1012611.5074000061 268325.30140000582)"
X042016047A05,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,02/16/2016,03/11/2016,223,WEST  255 STREET,POST ROAD,SYLVAN AVENUE,EXALDO TOPACIO DBA TOPAZ REMOD, SIDEWALK REPAIR,"LINESTRING (1012568.8434000015 268104.39959999919, 1012311.7738000005 268145.53139999509)"
X042016047A04,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,02/16/2016,03/15/2016,1800,MONROE AVENUE,EAST  175 STREET,EAST  176 STREET,NORTH AQUEDUCT LLC, ,"LINESTRING (1010123.5926000029 247778.77820000052, 1010167.5359999985 248087.41920000315)"
X042016047A03,SIDEWALK CONSTRUCTION PERMIT,CONSTRUCT NEW SIDEWALK BLG. PAVEMENT,ACTIVE,02/16/2016,03/18/2016,694,BURKE AVENUE,OLINVILLE AVENUE,WHITE PLAINS ROAD,CITY & COUNTY PAVING CORP., BPP,"LINESTRING (1020685.3229999989 256802.34260000288, 1020989.6236000061 256795.364199996)"
X042016047A02,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,02/16/2016,03/16/2016,694,WEBSTER AVENUE,EAST  205 STREET,PARKSIDE PLACE,TOTAL NY CONSTRUCTION CORP., ,"LINESTRING (1018837.2295999974 257345.07439999282, 1018887.3411999941 257419.46719999611)"
X042016047A01,SIDEWALK CONSTRUCTION PERMIT,REPLACE SIDEWALK,ACTIVE,02/16/2016,03/24/2016,885,BOLTON AVENUE,LAFAYETTE AVENUE,STORY AVENUE,"VENUS GROUP, INC.", ,"LINESTRING (1023202.6932000071 238742.19220000505, 1023056.7650000006 239540.77320000529)"
X042016047A00,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,02/16/2016,03/15/2016,369,EAST  148 STREET,COURTLANDT AVENUE,   3 AVENUE,"TAHIR CONSTRUCTION, INC.", Repair sidewalk,"LINESTRING (1006432.9438000023 236528.89620000124, 1006776.7292000055 236404.6576000005)"
X042016043A05,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,02/12/2016,03/16/2016,1858,FOWLER AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,HOMEOWNER, REPAIR SIDEWALK,"LINESTRING (1023342.6930000037 247894.15860000253, 1022917.9759999961 248607.41500000656)"
X042016043A04,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,02/12/2016,03/16/2016,1858,WHITE PLAINS ROAD,LAFAYETTE AVENUE,SEWARD AVENUE,CITY & COUNTY PAVING CORP., ,"LINESTRING (1023478.6571999937 238790.30560000241, 1023567.6860000044 238291.09080000222, 1023617.2821999937 238012.99760000408)"
X042016043A03,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,02/12/2016,03/16/2016,1950,LAFAYETTE AVENUE,NEWMAN AVENUE,WHITE PLAINS ROAD,CITY & COUNTY PAVING CORP., ,"LINESTRING (1023478.6571999937 238790.30560000241, 1023772.5805999935 238842.73340000212)"
X042016043A02,SIDEWALK CONSTRUCTION PERMIT,CONSTRUCT NEW SIDEWALK BLG. PAVEMENT,ACTIVE,02/12/2016,03/26/2016,1950,WATERBURY AVENUE,GREEN AVENUE,ZEREGA AVENUE,PINNACLE COMMERCIAL  DEVELOPMENT INC, BPP# 220329419,"LINESTRING (1027023.2924000025 243504.92200000584, 1027355.1157999933 243562.42839999497)"
X042016043A01,SIDEWALK CONSTRUCTION PERMIT,CONSTRUCT NEW SIDEWALK BLG. PAVEMENT,ACTIVE,02/12/2016,03/26/2016,1950,HALSEY STREET,GREEN AVENUE,ZEREGA AVENUE,PINNACLE COMMERCIAL  DEVELOPMENT INC, BPP# 220329419,"LINESTRING (1026977.1770000011 243765.29559999704, 1027068.6105999947 243803.179399997)"
X042016043A00,SIDEWALK CONSTRUCTION PERMIT,CONSTRUCT NEW SIDEWALK BLG. PAVEMENT,ACTIVE,02/12/2016,03/26/2016,1320,ZEREGA AVENUE,HALSEY STREET,WATERBURY AVENUE,PINNACLE COMMERCIAL  DEVELOPMENT INC, BPP# 220329419,"LINESTRING (1027023.2924000025 243504.92200000584, 1026977.1770000011 243765.29559999704)"
X042016042A00,SIDEWALK CONSTRUCTION PERMIT,REPLACE SIDEWALK,ACTIVE,02/11/2016,03/11/2016,1228,GRAND CONCOURSE,EAST  167 STREET,EAST  168 STREET,"ABC RESTORATION, INC.", Replace sidewalk and patch curb 20',"LINESTRING (1007362.8928000033 243785.17419999838, 1007307.9453999996 243708.01880000532, 1007160.3144000024 243508.99019999802, 1007039.6715999991 243346.34299999475, 1007029.7601999938 243332.98019999266, 1007023.3364000022 243324.3219999969)"
X042016041A05,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,02/10/2016,03/11/2016,2054,ARTHUR AVENUE,EAST  179 STREET,EAST  180 STREET,"VERA CARTING, CORP.", REPAIR SIDEWALK,"LINESTRING (1014013.450000003 248246.01800000668, 1014255.2934000045 248779.59960000217)"
X042016041A04,SIDEWALK CONSTRUCTION PERMIT,REPLACE SIDEWALK,ACTIVE,02/10/2016,03/11/2016,2054,THIERIOT AVENUE,RANDALL AVENUE,SEWARD AVENUE,ALL BOROS CONTRACTING INC, Replace sidewalk and patch curb 20',"LINESTRING (1022711.1817999929 237059.15440000594, 1022575.9161999971 237829.52339999378)"
X042016041A03,SIDEWALK CONSTRUCTION PERMIT,REPLACE SIDEWALK,ACTIVE,02/10/2016,03/11/2016,2054,RANDALL AVENUE,SOUNDVIEW AVENUE,THIERIOT AVENUE,ALL BOROS CONTRACTING INC, Replace sidewalk and patch curb 20',"LINESTRING (1022526.0245999992 237026.41159999371, 1022711.1817999929 237059.15440000594)"
X042016041A02,SIDEWALK CONSTRUCTION PERMIT,REPLACE SIDEWALK,ACTIVE,02/10/2016,03/11/2016,600,SOUNDVIEW AVENUE,RANDALL AVENUE,TAYLOR AVENUE,ALL BOROS CONTRACTING INC, Replace sidewalk and patch curb 20',"LINESTRING (1022526.0245999992 237026.41159999371, 1022425.7689999938 237152.05099999905)"
X042016041A01,SIDEWALK CONSTRUCTION PERMIT,REPLACE SIDEWALK,ACTIVE,02/10/2016,03/10/2016,2748,NETHERLAND AVENUE,EDGEHILL AVENUE,WEST  230 STREET,"JAKES SHEETROCK, INC.", ,"LINESTRING (1008127.6713999957 260023.63199999928, 1008375.7515999973 260308.864199996)"
X042016041A00,SIDEWALK CONSTRUCTION PERMIT,CONSTRUCT NEW SIDEWALK BLG. PAVEMENT,ACTIVE,02/10/2016,03/10/2016,3261,WESTCHESTER AVENUE,COLONIAL AVENUE,NYCTA SUBWAY,COW-BAY SPRINKLER CORP., ,"LINESTRING (1031884.0240000039 249950.49300000072, 1031799.7875999957 249898.97259999812, 1031686.1340000033 249829.45980000496)"
X042016040A03,SIDEWALK CONSTRUCTION PERMIT,REPLACE SIDEWALK,ACTIVE,02/09/2016,03/04/2016,2242,WEBSTER AVENUE,EAST  182 STREET,FORD STREET,ALI USMAN DBA FASCO CONSTR., Replace sidewalk and patch curb 20',"LINESTRING (1013017.9140000045 251011.42579999566, 1013004.6441999972 250983.57160000503, 1012898.3276000023 250760.40600000322)"
X042016040A02,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,02/09/2016,03/10/2016,824,EAST  232 STREET,BRONXWOOD AVENUE,BUSSING AVENUE,HOMEOWNER, REPAIR SIDEWALK ( EXPANSION JOINTS),"LINESTRING (1024491.9886000007 264184.91279999912, 1025175.2777999938 263899.24420000613)"
X042016040A01,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,02/09/2016,03/22/2016,1303,WEBSTER AVENUE,EAST  169 STREET,EAST  170 STREET,CLEAN GLOBE ENVIRONMENTAL LLC, sidewalk repair,"LINESTRING (1009873.1764000058 243952.83460000157, 1009826.0611999929 243842.14280000329, 1009811.1648000032 243807.14560000598, 1009785.8921999931 243747.77099999785, 1009754.2269999981 243673.37739999592, 1009716.0178000033 243583.60959999263, 1009710.5039999932 243570.65539999306, 1009678.1040000021 243494.53560000658, 1009641.9150000066 243409.51379999518, 1009604.164199993 243320.82260000706, 1009564.1495999992 243226.81299999356, 1009549.2531999946 243191.81579999626, 1009517.2782000005 243116.69439999759)"
X042016040A00,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,02/09/2016,03/22/2016,1303,WEBSTER AVENUE,EAST  168 STREET,EAST  169 STREET,CLEAN GLOBE ENVIRONMENTAL LLC, Repair 1 concrete flag,"LINESTRING (1009517.2782000005 243116.69439999759, 1009480.1640000045 243029.38400000334, 1009460.2109999955 242982.44519999623, 1009402.8095999956 242847.40999999642, 1009382.988199994 242800.78079999983, 1009366.6915999949 242762.44359999895, 1009353.7903999984 242732.09399999678, 1009328.7786000073 242673.25480000675, 1009315.4109999985 242641.80799999833, 1009304.9707999974 242617.24799999595, 1009288.8041999936 242579.21660000086, 1009260.5496000051 242512.74879999459)"
X042016039A05,SIDEWALK CONSTRUCTION PERMIT,REPLACE SIDEWALK,ACTIVE,02/08/2016,03/09/2016,11,EAST  167 STREET,CROMWELL AVENUE,RIVER AVENUE,NEW DIAMOND CONSTRUCTION INC., REPLACE SIDEWALK,"LINESTRING (1005730.7437999994 243903.79919999838, 1006031.7996000051 243763.80940000713)"
X042016039A04,SIDEWALK CONSTRUCTION PERMIT,CONSTRUCT NEW SIDEWALK BLG. PAVEMENT,ACTIVE,02/08/2016,03/08/2016,11,LYDIG AVENUE,BARNES AVENUE,MATTHEWS AVENUE,A2Z CONSTRUCTION GROUP INC., ,"LINESTRING (1021907.8172000051 250596.92200000584, 1022167.7839999944 250591.54160000384)"
X042016039A03,SIDEWALK CONSTRUCTION PERMIT,CONSTRUCT NEW SIDEWALK BLG. PAVEMENT,ACTIVE,02/08/2016,03/08/2016,2134,BARNES AVENUE,LYDIG AVENUE,PELHAM PARKWAY,A2Z CONSTRUCTION GROUP INC., ,"LINESTRING (1021926.8985999972 251432.15340000391, 1021910.9702000022 250734.92039999366, 1021907.8172000051 250596.92200000584)"
X042016039A02,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,02/08/2016,02/22/2016,2134,BOSTON ROAD,EAST  175 STREET,EAST  176 STREET,JOY CONSTRUCTION CORPORATION, ,"LINESTRING (1015975.4637999982 244892.89499999583, 1016167.8454000056 245032.31399999559)"
X042016039A01,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,02/08/2016,02/22/2016,2134,EAST  176 STREET,BOSTON ROAD,CROTONA PARKWAY,JOY CONSTRUCTION CORPORATION, ,"LINESTRING (1015839.3387999982 245295.04299999774, 1016167.8454000056 245032.31399999559)"
X042016039A00,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,02/08/2016,02/22/2016,1808,CROTONA PARKWAY,EAST  175 STREET,EAST  176 STREET,JOY CONSTRUCTION CORPORATION, ,"LINESTRING (1015725.8876000047 245021.34939999878, 1015839.3387999982 245295.04299999774)"
X042016036A04,SIDEWALK CONSTRUCTION PERMIT,CONSTRUCT NEW SIDEWALK BLG. PAVEMENT,ACTIVE,02/05/2016,03/05/2016,1808,FORDHAM PLACE,FORDHAM STREET,TIER STREET,"LAWRENCE CONSTRUCTION COMPANY , INC.", ,"LINESTRING (1044086.440200001 248664.57700000703, 1044120.9643999934 248558.18940000236, 1044208.3361999989 248288.94120000303)"
X042016036A03,SIDEWALK CONSTRUCTION PERMIT,CONSTRUCT NEW SIDEWALK BLG. PAVEMENT,ACTIVE,02/05/2016,03/05/2016,1808,FORDHAM STREET,DEAD END,FORDHAM PLACE,"LAWRENCE CONSTRUCTION COMPANY , INC.", ,"LINESTRING (1044382.1353999972 248340.39380000532, 1044208.3361999989 248288.94120000303, 1044036.7223999947 248238.72480000556, 1044018.1167999953 248233.28180000186)"
